full_text,id_str,created_at,username,user_id_str,lang,location,quote_count,reply_count,retweet_count,favorite_count,tweet_url,mentions,mention_count,source,target
Ketua MPR RI mendorong penyempurnaan UU Pemilu. Antara lain terkait sistem pemilu hingga biaya politik yang mahal. Yang mana hal itu bertujuan demi meningkatkan kualitas penyelenggaraan pemilu di Indonesia. ___ #HabisPemiluMariBersatu #ChampionsLeague #HalaMadrid https://t.co/pPgiZ2KyCY,1.78545411351978E+018,2024-04-30 23:40:07+00:00,colorhejo_,992182146,in,Nusantara,1,3,12,13,https://x.com/colorhejo_/status/1785454113519788451,,0,colorhejo_,
politik Indonesia masih berkutat pada intrik dan pengkhianatan ... dan sandera menyandera kepentingan ... generasi Z tutuplah buku itu sekarang jg ... azo lihat ke dpn ... hancurkan egosentris kelompok ...,1.78545495461611E+018,2024-04-30 23:43:27+00:00,merdeka_aj,1.6808155868998E+018,in,,0,0,0,0,https://x.com/merdeka_aj/status/1785454954616115532,,0,merdeka_aj,
WHATTTTT? TL gue kenapa jadi aneh bin berantakan ginii. Isi tweetnya menjurus ++ sama isu agama mulu. Kalau politik masih aga masuk akal karena gua suka baca bbrp kali. Tpi ini?? Ngikutin aja ngga.. mana sering muncul ganggu bgt ,1.78546188284717E+018,2024-05-01 00:10:59+00:00,enugiverse,2360874649,in,Land,0,0,0,0,https://x.com/enugiverse/status/1785461882847174867,,0,enugiverse,
Terima kasih informasinya tapi gue tetap akan baca karya beliau kok personality beliau nggak ada hubungannya sama karyanya. Mau dia si paling politik kek pakai penulis bayangan kek bodoamat.,1.78548922726814E+018,2024-05-01 01:59:39+00:00,dewi_for21,1.29429172728135E+018,in,,0,0,0,0,https://x.com/dewi_for21/status/1785489227268141397,,0,dewi_for21,
Ooohhh gue kira dibilang problematic tu cuma gara2 ikut campur politik ternyata enggak ya?,1.78554622320805E+018,2024-05-01 05:46:08+00:00,isnewlyfe,1.73898328925874E+018,in,,0,1,0,0,https://x.com/isnewlyfe/status/1785546223208059205,,0,isnewlyfe,
Gue prefer lo frontal seperti ini daripada teriak tolak Omnibuslaw tapi bersekutu membangun kontrak politik dengan oligark. Setidaknya walau lo masyarakat kecil lo masih bisa bersikap dan berpihak pada orang-orang yang serupa--ditindas sistem.. https://t.co/kDfuSC1ETC,1.78558682350038E+018,2024-05-01 08:27:27+00:00,ahcinomanirbev,8.66669370486931E+017,in,Jakarta,0,0,1,2,https://x.com/ahcinomanirbev/status/1785586823500386574,,0,ahcinomanirbev,
kalo pejabat politik barulah cocok didiskusiin soal gue milih lo masa kerjanya ga benerrr. itu lah lo kritik lo viralin lo demoin biar bener ni negara demokrasi ga judul doang,1.78558718336742E+018,2024-05-01 08:28:53+00:00,fernandesu00,365750500,in,Ibukota,0,0,0,0,https://x.com/fernandesu00/status/1785587183367421959,,0,fernandesu00,
ngetweet gini seakan politik indon sebagus itu untuk lepas dari kritik. berak gue lebih enak diliat daripada politik indon catet itu ye lubis.,1.7856098382042E+018,2024-05-01 09:58:55+00:00,antitesapab,2758604039,in,Jokowi's Hellhole,0,0,0,0,https://x.com/antitesapab/status/1785609838204207471,,0,antitesapab,
Klo budak korporat boleh ngomongin politik ga pak? Apa gue hrs fokus mikirin invoice aja sambil diem2 manut sementara kalian bikin uu ciptaker yg bikin gue dan semua buruh dikontrak terus sampe mati???,1.78563672990466E+018,2024-05-01 11:45:46+00:00,riezarieza,1.23691985498621E+018,in,,0,0,0,1,https://x.com/riezarieza/status/1785636729904669176,,0,riezarieza,
makanya bocah X mesti belajar yg dinamika politik indon wkwkk dipikir orang bikin parpol tujuannya bukan buat jadi oportunisss? bahkan sekelas pks pun ya jgn terlalu diglorifikasi sih kata gue mah ,1.78577624474074E+018,2024-05-01 21:00:09+00:00,mikhara_,9.55438899995688E+017,in,,0,0,4,13,https://x.com/mikhara_/status/1785776244740747321,,0,mikhara_,
@Taufiq_PD_DKI artis kan juga rakyat Indonesia kenapa emangnya kalo komentar sirkus politik di Indonesia? Anda juga politikus ngapain main2 sosmed komentar tentang artis? Atau gue aja ya yg jadi poli tikus(?),1.78587496243762E+018,2024-05-02 03:32:25+00:00,abengsss,151478777,in,Indonesia Tanah Air Beta,0,0,0,1,https://x.com/abengsss/status/1785874962437620069,Taufiq_PD_DKI,1,abengsss,Taufiq_PD_DKI
Usul gue kongkrit juga Kalau politikus dan pejabat negara ga mau ga suka dan ga tahan dikritik rakyat apapun profesi rakyatnya ya segera mundur Ga usah terjun ke politik lagi Mending banting stir jualan teri Medan,1.7858821148835E+018,2024-05-02 04:00:50+00:00,ImaIsBack,1.71326577923454E+018,in,Indonesia,0,1,3,7,https://x.com/ImaIsBack/status/1785882114883502412,,0,ImaIsBack,
bee ngeqrt orang-orang yg mention dia kayaknya seru amat giliran gue search akun lama kok yg ngetag malah buzzer politik https://t.co/Dc5xhjt9YY,1.78592795891146E+018,2024-05-02 07:03:00+00:00,shuaberryroll,1.70869882458233E+018,in,정한,2,0,0,0,https://x.com/shuaberryroll/status/1785927958911463576,,0,shuaberryroll,
2 jam film isinya cuma ngomongin politik dinasti gue tonton tanpa kedip.,1.78593262898789E+018,2024-05-02 07:21:34+00:00,ceskuy,34211444,in,Indonesia,0,1,0,1,https://x.com/ceskuy/status/1785932628987891955,,0,ceskuy,
Dari pembicaraan rambut gue yakin scoups adalah abang2 yg suka ngomongin politik sampe tengah malem,1.78599117993663E+018,2024-05-02 11:14:14+00:00,Jojojoporiyoko,1.52105688289433E+018,in,Heaven,0,0,0,0,https://x.com/Jojojoporiyoko/status/1785991179936632896,,0,Jojojoporiyoko,
@sistinesupper Doi beda field tantrumnya. Dia tantrum politik gue tantrum tugas kelompok bajingan.,1.78600247296589E+018,2024-05-02 11:59:06+00:00,ceruleau,1547440526,in,💛☀,0,1,0,0,https://x.com/ceruleau/status/1786002472965898242,sistinesupper,1,ceruleau,sistinesupper
kenapa ya org2 kalo kerja kayanya chill bgt sementara kerjaan gue melelahkan mampus. belom lagi politik kantornya kenceng bgt fuck,1.78601046005738E+018,2024-05-02 12:30:50+00:00,canwekissnoww,1.40196073878933E+018,in,,0,0,0,0,https://x.com/canwekissnoww/status/1786010460057387060,,0,canwekissnoww,
OUT OF NOWHERE BGT AKUN GUE DITAG..... ini akun rant kehidupan orang biasa pls bukan akun yang daily postnya bahas politik https://t.co/xpZYTYX7ad,1.78607836454311E+018,2024-05-02 17:00:40+00:00,zeynitsu,9.72832284507172E+017,in,"dazai, gojo, oikawa, kaito ‼️☆",0,1,0,0,https://x.com/zeynitsu/status/1786078364543115760,,0,zeynitsu,
Kontol berantem gue gara2 bapak politik identitas ,1.7861976048268E+018,2024-05-03 00:54:29+00:00,sza9kusanagi,1.60814339121233E+018,in,Basra,0,0,0,0,https://x.com/sza9kusanagi/status/1786197604826804682,,0,sza9kusanagi,
Kalo politik sbnrnya masi bs baca yg gue ga bisa baca kalo kasusnya udah ke rape noncon dubcon dan juga kasus kejahatan kemanusiaan. Big no no and i will also never write a story about that,1.78620759120458E+018,2024-05-03 01:34:10+00:00,rasutohebun,71799494,in,anywhere,0,0,0,0,https://x.com/rasutohebun/status/1786207591204581666,,0,rasutohebun,
Pagi Gaes Hari JUMAT Nih... Jangan lupa untuk lelaki muslim shalat Jumat ya Bro. Btw Mulai hari ini Coba biasakan menyebut orang yang berprofesi di dunia politik sebagai POLITISI. Bukan poliTIKUS. Kasihan gue Bro! That is bro! Selamat menunaikan ibadah shalat Jumat.,1.78622146471652E+018,2024-05-03 02:29:18+00:00,cahayafikiran,7.32115060844175E+017,in,Jayapura,0,0,1,1,https://x.com/cahayafikiran/status/1786221464716521941,,0,cahayafikiran,
Dalam 15 menit terakhir gue baca banyak berita mulai dari orang utan yang nyembuhin lukanya sendiri konflik yang masih ada di Palestina dan Congo hari buruh dan pendidikan isu politik mahkamah konsitusi sampai kasus pembunuhan karena budaya pernikahan,1.786287699043E+018,2024-05-03 06:52:29+00:00,kopfkin00,1.62876685671792E+018,in,roleplayer acc,0,1,0,0,https://x.com/kopfkin00/status/1786287699043008968,,0,kopfkin00,
@utfess ilmu politik. nangis gue ngerjain tugas nya ,1.78632150094306E+018,2024-05-03 09:06:48+00:00,saltychicks,1.69134832782742E+018,in,,0,0,0,0,https://x.com/saltychicks/status/1786321500943069372,utfess,1,saltychicks,utfess
nawu kocak segala deact trs gue kirim vid meme politik ke siapa @cartamare_,1.78632710802713E+018,2024-05-03 09:29:05+00:00,cinnanomon,1.67246215778575E+018,in, carrd byf,0,0,0,0,https://x.com/cinnanomon/status/1786327108027138294,cartamare_,1,cinnanomon,cartamare_
Dari kantor konsultan pindah ke startup trus pindah ke Company old school yg isinya banyakan 35 yo above. Ga nyangka ternyata disini politik kantornya ngeri ngeri sedap. Ada aja yg jadi bahan drama tiap hari. Dari awal gue udah ambil gerakan non-blok.,1.78637737544776E+018,2024-05-03 12:48:50+00:00,Halodaraaa,947437250,in,padang indonesia,0,1,0,0,https://x.com/Halodaraaa/status/1786377375447761201,,0,Halodaraaa,
harusnya skrng gue lg bersantai di samping kolam with all the food buffet next to me TP MALAH TERJEBAK DI KOST NGERJAIN MAKALAH POLITIK?!! ,1.78639847841721E+018,2024-05-03 14:12:41+00:00,badkareen,9.21886684517621E+017,in,,1,1,0,1,https://x.com/badkareen/status/1786398478417215518,,0,badkareen,
udah ampir stgh tahun aja gue resign. ternyata masih bisa cari uang yang nominalnya gak kalah sama kerja kantoran. lebih semangat kerja walau tetep lebih sibuk dari kerja kantoran. less stressed too karena ga ada politik kantor ga ada 5 layer management yg harus gue tembus.,1.78640024706708E+018,2024-05-03 14:19:43+00:00,Kiripipipi,1.31891490286657E+018,in,,0,0,0,1,https://x.com/Kiripipipi/status/1786400247067086991,,0,Kiripipipi,
btw ni misal yg tl nya isinya politik trs ternyata mutual sm gue yg ngelikenya mingyu yoongi kucing bakal ngaruh ga ya,1.78641204167231E+018,2024-05-03 15:06:35+00:00,areta_min,1.50545620740161E+018,in,Min Yoongi,0,0,0,0,https://x.com/areta_min/status/1786412041672315371,,0,areta_min,
gue ga expect kl rusak hubungan cuma gegara politik. ya tau sih sebenernya tp keknya keterlaluan juga. pas mau apologize keburu di closure. dahal tau gue waktu itu lg ngurus adek gue sakit malah di closure tbtb. yaudahlah emg udh waktu nya.,1.78641742635331E+018,2024-05-03 15:27:59+00:00,hahtukangkeong,83562043,in,khayangan,0,0,0,0,https://x.com/hahtukangkeong/status/1786417426353312047,,0,hahtukangkeong,
PBSI sedikit banyak ikut andil dalam karir kevin yg ga gercep cariin pasangan pas koh sinyo hiatus. tp sekarang? lu liat dah sekeluarga valen terjun ke politik mau gamau kepin keseret lah. gue udh pernah ngetweet ini pas awal mereka nikah kepin pasti banting stir ke politik.,1.78662984184619E+018,2024-05-04 05:32:02+00:00,arkaayve,1670438120,in,badminton enthusiasm. ,0,0,0,0,https://x.com/arkaayve/status/1786629841846198359,,0,arkaayve,
Ini kalo gue ngajar dan ngasih pertanyaan apa dampak positif kependudukan belanda di Indonesia? Jawaban murid gue keknya udh bkn ttg bidang ekonomi politik atau pertahanan. Tapi malah jelasin munculnya nathan tjoe-a-on justin hubner ivar jenner rafael struick dan lain2 https://t.co/4vBGSQt70h,1.78668239113602E+018,2024-05-04 09:00:51+00:00,FahzaSal,1.03658886344197E+018,in,sono jauh,0,1,2,26,https://x.com/FahzaSal/status/1786682391136022946,,0,FahzaSal,
Bukan politik di Indonesia aja ya tapi ini di mana-mana setidaknya yg gue lihat jg di Prancis. Politik itu mahal. Jadi orang yg bisa masuk politik itu ya orang kaya atau orang yg dibackup sama orang kaya. Begitu punya power mereka akan menjamin temen-temen kaya mereka.,1.78669394925757E+018,2024-05-04 09:46:47+00:00,annisaandn,587315798,in,"Rennes, France",0,0,0,3,https://x.com/annisaandn/status/1786693949257572551,,0,annisaandn,
Pertanyaan ini sensitif banget buat gue. Inget waktu politik lagi panas bikin gue dan temen slek karena beda pilihan menurut gue ga ada yang salah mau pilih siapa aja but she just silent treatment me like shit. Can we normalise jangan judge 'suara' orang lain? Annoying.,1.78671509595712E+018,2024-05-04 11:10:49+00:00,seductyun,1.7769117760867E+018,in,𝗥𝗮𝗻 - any prounous 🏳️‍🌈,1,0,0,2,https://x.com/seductyun/status/1786715095957123273,,0,seductyun,
Political art bisa aja dilandasi pemikiran kritis yg jernih tp krn gak bertujuan utk membongkar struktur tp lbh kpn ekspresi politik seorang seniman maka nggak ada drive utk konsisten sampai si struktur runtuh tp jd kaya checking list. Gue udah bikin karya itu tahun lalu. ,1.78673523027728E+018,2024-05-04 12:30:49+00:00,hastarika,158651508,in,"ÜT: -6.274669,106.724385",0,1,0,0,https://x.com/hastarika/status/1786735230277288076,,0,hastarika,
Plus juga atlet2nya ada yang hihhh banget lah. Turun di politik nikah terus ngilang sama PRAM. YA ALLAH gue bener2 dukung lo dari 0 bgt. Dia match gue cuti dan nonton live. Yere cedera dpn mata gue liat nangis bombay. Skrg pindah WN gue sedih bgt itu bener2 turning point gue,1.78674074389963E+018,2024-05-04 12:52:44+00:00,catlossnz,1.75403893578391E+018,in,she/her. 20+,0,0,0,0,https://x.com/catlossnz/status/1786740743899635873,,0,catlossnz,
Perushaaan amerika akan bersikap seperti ini dimanapun. Kantor gue pun begini. Mereka gak berpihak kemanapun dan memilih utk bilang tidak ada agenda politik dan menjunjung tinggi kemanusiaan ,1.78675024047074E+018,2024-05-04 13:30:28+00:00,lbd_lb,602770086,in,In another world,0,0,0,1,https://x.com/lbd_lb/status/1786750240470741375,,0,lbd_lb,
kalo sesuatu terjadi pada BTS dalam pemerintahan gue yakin army ga akan diem mrka bakal ngebongkar semua kelakuan busuk pejabat politik yg terindikasi memanfaatkan bts utk karir mrka smpe akhirnya media asing pun bakal dpet bahan buat ngeldekin kehancuran pemerintah k0rsel,1.78677403759698E+018,2024-05-04 15:05:01+00:00,kthgreen_,837727843,in,LAYOꪜER BEST ALBUM ALL OF TIME,0,0,1,0,https://x.com/kthgreen_/status/1786774037596983605,,0,kthgreen_,
msh ada bahasan kondisi politik YANG KAGAK TAU ITU GUE HARUS NYARI PAKE KEYWORD APAAN....... STRESS........,1.78677810704073E+018,2024-05-04 15:21:12+00:00,ginqercat,1.32564134905233E+018,in,aries constellation ,0,0,0,0,https://x.com/ginqercat/status/1786778107040739522,,0,ginqercat,
Gue juga cek google form buat kampanye politik lainnya alias handling 3 campaign. Ortu gue minta tolong daftarin adek ke laman SMA meanwhile gue perlu ditolongin. Belum jobdesc content marketing di organisasi external. Gue pun berharap bisa bantu orang lain cuma gue capek. ,1.7867963042676E+018,2024-05-04 16:33:30+00:00,sherenal_,3052182012,in,,0,0,0,0,https://x.com/sherenal_/status/1786796304267608381,,0,sherenal_,
Taruhan sama gue partai yg berani jadi oposisi di pemerintahan Prabowo-Gibran akan mati di kontestasi politik 2029.,1.78687626324176E+018,2024-05-04 21:51:14+00:00,nafaratirta,1974626244,in,,0,1,0,1,https://x.com/nafaratirta/status/1786876263241761030,,0,nafaratirta,
REAL THOO lebih ke organisasinya sih yang richh mereka itu pinter dalam pengelolaan uangnya + ga banyak politik wkwk ini yang gue suka terus orang orangnya juga ga pada suka flexing dan yang paling utama ga suka mengagung agungkan kyai bla bla bla kita semua sama.,1.78694030119995E+018,2024-05-05 02:05:42+00:00,reynersh,1.67044019308476E+018,in,,0,0,0,1,https://x.com/reynersh/status/1786940301199958312,,0,reynersh,
Nih gue benerin anies keseret politik identitas fpi yang dukung prabowo terus ahok dipenjarain wapres jokowi yang dipilih jokowi di saat jokowi menjadi presiden,1.78695940147315E+018,2024-05-05 03:21:36+00:00,chuawmoneyflup,1.65587598281187E+018,in,,0,0,0,2,https://x.com/chuawmoneyflup/status/1786959401473159227,,0,chuawmoneyflup,
emg kl berkecimpung dunia politik tanpa partai alias independent susah banget ya ga ada yg bela warga masi kemakan narasi kaya gini. dulu bahkan gue benci banget sm pororo &amp; jokowow sok ikut2an ngehadirin demo,1.78696463551162E+018,2024-05-05 03:42:23+00:00,sungchangitiss,1.34456899857104E+018,in,do not follow,0,0,0,0,https://x.com/sungchangitiss/status/1786964635511624188,,0,sungchangitiss,
gue sebagai anak yang di berada ditengah tengah masuk golongan kaya juga kaga mau ngajuin keringanan juga kaga bisa merasa sedikit bersyukur sih bayangin aja gue masih kuliah terus ortu gue kesulitan bayar UKT ditambah ni kehidupan politik yg semakin chaos,1.78698024269716E+018,2024-05-05 04:44:25+00:00,akunpalsuwk,1.28986462306415E+018,in,happy life ,0,1,0,0,https://x.com/akunpalsuwk/status/1786980242697167203,,0,akunpalsuwk,
ngomongin politik eh keseringan gue cuma dengerin jokes bapak² dari beliau,1.78706840017661E+018,2024-05-05 10:34:43+00:00,ceyujin,1.67533084592899E+018,in,she/her | 17,0,0,0,0,https://x.com/ceyujin/status/1787068400176615928,,0,ceyujin,
Intinya gue percaya 2015-2018+2019 (kalo itung TXT piala) Hybe jual beli award ada cmn kasus investigasi gue ngerasa mereka Hybe bisa aman.. Kayak kasus Gibran dan Politik Indonesia kan walau nabrak konstitusi tetep aman dinyatakan gak bersalah bekingan Israel. .,1.78708281350809E+018,2024-05-05 11:31:59+00:00,AqulilaDarksoul,9.73936095321759E+017,in,,0,0,0,0,https://x.com/AqulilaDarksoul/status/1787082813508092151,,0,AqulilaDarksoul,
Gue tipe anak cewek yang bener2 deket sama Bapa segala hal di diskusikan ke Bapa.. Sering begadang diskusi panjang bahasannya politik bola sampe alam semesta dibahas.. Al Fatihah untuk bapa tercinta.. ️,1.78709802806057E+018,2024-05-05 12:32:27+00:00,ara1991_arum,83554553,in,Kota Sukabumi,0,0,0,0,https://x.com/ara1991_arum/status/1787098028060577896,,0,ara1991_arum,
perasaan nih istri presiden bermasalah terus apa perasaan gue doang ya? ngerugiin orang aja anjir idol idol dijadiin tameng nutupin kasus politik mulu. negara gue juga sih ,1.78710119429879E+018,2024-05-05 12:45:02+00:00,crrtvise,1.05354037016267E+018,in,,0,1,0,0,https://x.com/crrtvise/status/1787101194298794441,,0,crrtvise,
Lagi tenang damai sentosa makan di rumah temen tiba-tiba mamahnya teriak KALAU SEMUA SEMAUMU GA USAH ADA GINIAN gua udah wah kenapa nih mampus gue oh ternyata lagi nonton politik noldua,1.78710475336286E+018,2024-05-05 12:59:10+00:00,kissingmrsleuit,8.85748919493304E+017,in,Do not pqrt/screenshoot.,0,0,0,0,https://x.com/kissingmrsleuit/status/1787104753362862254,,0,kissingmrsleuit,
Banyak. Mulai dari kehidupan merantau gue biaya-biaya kebutuhan rumah politik kesehatan bapak dan ibu sampe hal kecil kayak malem ini enaknya makan sate kambing atau sup ayam ya..,1.78717770001437E+018,2024-05-05 17:49:02+00:00,hyldahelida,132422792,in,Bangtan,0,1,0,0,https://x.com/hyldahelida/status/1787177700014371151,,0,hyldahelida,
Nder lu harus tau kalau teman bergosip terbaik bagi gue itu adalah Bapakku semua topik bisa masuk obrolin negara sejarah politik pekerjaan etc unless ngobrolin cowok (kalau obrolin cowok biasa ke mama).,1.78724011385414E+018,2024-05-05 21:57:03+00:00,eristasiregar,191347030,in,62,0,0,0,1,https://x.com/eristasiregar/status/1787240113854144532,,0,eristasiregar,
Banyak seringnya gue ngomongin politik atau ttg agama. Ngomongin berita terkini pejabat/ artis yg kl diobrolin tuh bakal ada insight baru dari ayah,1.78726877118881E+018,2024-05-05 23:50:55+00:00,oatrside,1.73013634764052E+018,in,Pharmacist,0,0,0,0,https://x.com/oatrside/status/1787268771188814011,,0,oatrside,
apa aja diomongin wkwkwk papa gue biasa suka ngomong politik trs pengetahuan umum sama biasa gue yg cerita di kantor ada apa2. gue lebih bisa nyambung sm papa gue ketimbang sm mama gue ,1.78727642052129E+018,2024-05-06 00:21:19+00:00,annesaturs,1.55336311223283E+018,in,𝑾𝑼𝑱𝑼 𝑩𝑨𝑲𝑬𝑹𝒀 🍞,0,0,0,0,https://x.com/annesaturs/status/1787276420521292013,,0,annesaturs,
org yg selalu bisa gue ajak ke warkop muter2 sudirman main billiard ngomongin politik bahas konspirasi cerita soal mama ayah yg lg berantem yg bisa akrab sm adek2 gua kalo gua nongkrong bawa adek selalu angkat call buat bahas kenapa bika ambon bukan dari ambon gitudeh hhe,1.7872981769298E+018,2024-05-06 01:47:46+00:00,kindahawttt,1.30134503129536E+018,in,,0,3,0,6,https://x.com/kindahawttt/status/1787298176929800226,,0,kindahawttt,
sorry ya yang suka quote quote politik gue bub :),1.78729874137832E+018,2024-05-06 01:50:01+00:00,nilqou,1459276021,in,ani/genshin/hsr/manhwa ,0,0,0,0,https://x.com/nilqou/status/1787298741378326539,,0,nilqou,
Latar belakangnya memang perang/politik tapi bagi gue pribadi film ini soal dunia fotografi. Kalo lu suka fotografi luangkan waktu nonton film ini.,1.78736633352262E+018,2024-05-06 06:18:36+00:00,piokharisma,60523814,in,Atrakaj - Ngalam - Ayabarus,0,0,0,0,https://x.com/piokharisma/status/1787366333522620889,,0,piokharisma,
bapak gue nyeritain bola ke gue yang ngga paham bola sama sekali kalau ndk tu tentang politik rumah tangga artis artis indo dll lah ,1.78737100870352E+018,2024-05-06 06:37:10+00:00,rainymoongirls,1.5754747467995E+018,in,,0,0,0,0,https://x.com/rainymoongirls/status/1787371008703528981,,0,rainymoongirls,
gue tau ini gaada atribut-atributnya tapi yah intinya mah itu-itu juga sih. diem deh. orang haus kekuasaan ranah politik ga usah ikut-ikutan ngurusin palestina. bukannya ga boleh atau gaada hak tapi intensi lu emang kosong.,1.7874387988567E+018,2024-05-06 11:06:33+00:00,jeongunyil,1.67166194539996E+018,in,personal advisory content,0,0,0,0,https://x.com/jeongunyil/status/1787438798856708585,,0,jeongunyil,
5 matkul tersusah selama kuliah: 1. METODE PENELITIAN KUANTITATIF. GUE ANTROP YA TOLONG!!! 2. Teori-teori Sosiologi 3. Teori Sosial Kontemporer 4. Antropologi Politik 5. Masyarakat dan Kebudayaan Sunda (gagal aing jadi org Sunda),1.78743920593913E+018,2024-05-06 11:08:10+00:00,antropolohis,97671645,in,,1,1,1,4,https://x.com/antropolohis/status/1787439205939130742,,0,antropolohis,
yang paling gue inget betapa susahnya adalah matkul teori politik. lainnya ada juga sih cuma yang ini kayaknya orang-orang collectively agree ,1.78748999675016E+018,2024-05-06 14:29:59+00:00,cirrusbliss,9.47464478651596E+017,in,,0,0,0,2,https://x.com/cirrusbliss/status/1787489996750164151,,0,cirrusbliss,
5 matkul tersusah selama kuliah sbg anak ilkom haha hehe: - Kom. Politik (gue ga ada minat samsek belajar ginian) - Etika &amp; Filsafat Kom - Sistem Sosial Budaya Indo (wkwkw susah bgt mampus satu2nya nilai C di transkrip gue) - Metode Penelitian Sosial - Azas-azas Manajemen,1.78749103471029E+018,2024-05-06 14:34:07+00:00,itsforppw,134099902,in,please be happy ◡̈,1,1,1,2,https://x.com/itsforppw/status/1787491034710290725,,0,itsforppw,
matkul politik2-an di gue susah dan gue mau nangis aja. gue ga mau belajar politik (gausah maksa gue untuk suka politik sbg ilmu pls) matkul yg kelasnya paling banyak skip deh sampe pernah kek 5x skip gitu and dapet ab instead of a bodo amat yg penting ga BC or C.,1.78756675299151E+018,2024-05-06 19:34:59+00:00,pantoneblues,8.37685552031813E+017,in,with sirius🖤,0,0,0,0,https://x.com/pantoneblues/status/1787566752991518780,,0,pantoneblues,
- statisik sosial - analisis kualitatif ilmu politik - critical and creative thinking - data science dan analisa politik - sama ini terakhir paling rendah nilainya selama kuliah (pls jg diketawain meskipun ini dasarnya jurusan gue tp yh gweh mrasa tlol da,1.78757401575605E+018,2024-05-06 20:03:51+00:00,chasuhm,8.62474712747659E+017,in,NCIT-CARATLAND,0,1,0,0,https://x.com/chasuhm/status/1787574015756058724,,0,chasuhm,
diri gue pas SMA yg pngn nya pas kuliah gamau ikut²an politik kampus pas liat gue skrng gmn yh,1.7876344931695E+018,2024-05-07 00:04:10+00:00,renjunniesv,1.34678808049827E+018,in,Bekasi ,0,0,0,1,https://x.com/renjunniesv/status/1787634493169500660,,0,renjunniesv,
yuk bismillah hari ini belajar partisipasi politik perempuan sampe ngerti. akan gue update jam berapa gue akhirnya memahami 100% ttg ini,1.78766995667675E+018,2024-05-07 02:25:05+00:00,scarcitie,1.30874666177092E+018,in,bts coldplay collab,0,0,0,1,https://x.com/scarcitie/status/1787669956676755550,,0,scarcitie,
Bapak gue bahas politik dikampung gue iya2 doang,1.78769199796235E+018,2024-05-07 03:52:40+00:00,jjo_latte,1.48666020897785E+018,in,,0,0,0,0,https://x.com/jjo_latte/status/1787691997962351102,,0,jjo_latte,
ga habis pikir bisa-bisanya dulu gue kepikiran mau ngambil ilmu politik ,1.78772473909786E+018,2024-05-07 06:02:46+00:00,windoyw,8.76593490708144E+017,in,Allien.,0,0,0,0,https://x.com/windoyw/status/1787724739097866458,,0,windoyw,
5 matkul tersusah pas gue masih kuliah - Antropologi Politik - Antropologi Psikologi - Etnobotani - Antropolinguistik - Etnografi,1.78772883759556E+018,2024-05-07 06:19:03+00:00,SkiesDies,1.71723271507304E+018,in,he/him ,0,1,0,1,https://x.com/SkiesDies/status/1787728837595562231,,0,SkiesDies,
Random sih soalnya bokap nyokap gue tiap ngechat bahasnya kerjaan kartu kredit kebun teologi pelayanan gereja sampe politik indonesia juga mereka bahas (btw mereka nikah rasa pacaran ldr),1.78775079187868E+018,2024-05-07 07:46:18+00:00,dazzleah,1.42546973556345E+018,in,yaya's yellow belly bag,0,0,0,0,https://x.com/dazzleah/status/1787750791878685110,,0,dazzleah,
Hari ini pertama kali gue menangisi seseorang karena politik kantor,1.78779242711132E+018,2024-05-07 10:31:44+00:00,FarhanaShofiyah,1.57989733674634E+018,in,,0,1,0,1,https://x.com/FarhanaShofiyah/status/1787792427111322025,,0,FarhanaShofiyah,
gue dah ngeunfollow semua akun politik dan kembali ke setelan pabrik but it was still fun kl ada yg lewat,1.78780290339643E+018,2024-05-07 11:13:22+00:00,ndanaev,3460600280,in,,0,0,0,0,https://x.com/ndanaev/status/1787802903396434415,,0,ndanaev,
Prabowo Presiden. Anak Jokowi Wakilnya. Politik Indonesia lagi lucu. Rakyat Indonesia lagi butuh untuk menertawakan keadaan. Tapi rakyat takut diculik. Jadi biar gue aja. 4 hari menuju Septictank Vol 2 https://t.co/7Pb3hN8Lx0,1.78783145036186E+018,2024-05-07 13:06:48+00:00,pandji,14305560,in,Indonesia,5,23,65,481,https://x.com/pandji/status/1787831450361864581,,0,pandji,
Ada gaksi komunitas maramara soal politik gue pengen banget ngomong kasar ke that particular partai,1.78784578023942E+018,2024-05-07 14:03:45+00:00,beatqarbu,1.77691540354726E+018,in,,0,0,0,0,https://x.com/beatqarbu/status/1787845780239421506,,0,beatqarbu,
politik indonesia aja gue mager ngikutin ini debat besok malah bahas politik negara lain,1.78784676897117E+018,2024-05-07 14:07:40+00:00,silverhann_,1.32089960097519E+018,in, 00즈 ,0,0,0,1,https://x.com/silverhann_/status/1787846768971178351,,0,silverhann_,
yg bikin gue kesel tuh twt gue yg dianggep blunder tu kadang malah bukan twt ttg idol tai ttg tmn gue ttg cowo gue ttg irl gue ttg politik. tp disangkut pautin sm idol trs diss diblg blunder fak u,1.78788755340183E+018,2024-05-07 16:49:44+00:00,protprotttt,1.42658129030896E+018,in,,0,0,0,1,https://x.com/protprotttt/status/1787887553401836000,,0,protprotttt,
bukan presma sih tp dema sekaligus 'donatur' juga dan GUE SETUJU. very very unrecommended!! gw yg gatau apa2 kebawa fitnah politik kampus hzzzz,1.78788876646155E+018,2024-05-07 16:54:33+00:00,gureumikoo,1.03326445916103E+018,in,APOBANGPO,0,0,0,0,https://x.com/gureumikoo/status/1787888766461558836,,0,gureumikoo,
